year,BAI,BAIserror,sp_code,elev_code
1965,0.0581761904498286,0.0208521747768052,sylvestris,medium
1966,0.0679193677425055,0.0231286046962404,sylvestris,medium
1967,0.135702133622385,0.0404631470618355,sylvestris,medium
1968,0.305600399747367,0.100196340147323,sylvestris,medium
1969,0.485188676943548,0.113586072844811,sylvestris,medium
1970,0.869429694619572,0.150832737379615,sylvestris,medium
1971,1.36113260334279,0.235531649294666,sylvestris,medium
1972,1.97938106306711,0.226169089014809,sylvestris,medium
1973,2.55337994267185,0.301907192916996,sylvestris,medium
1974,2.93449168922439,0.360556095505617,sylvestris,medium
1975,3.11714625187922,0.346528773720681,sylvestris,medium
1976,4.26128293842463,0.361721933359719,sylvestris,medium
1977,6.25675329695523,0.533386151541097,sylvestris,medium
1978,7.01050274017149,0.620326080536522,sylvestris,medium
1979,7.40262134912919,0.673050679923701,sylvestris,medium
1980,6.78664361885489,0.579001995918122,sylvestris,medium
1981,6.21477986519297,0.602981044465514,sylvestris,medium
1982,5.47071396091717,0.489153140483416,sylvestris,medium
1983,6.28481700851592,0.632839491935165,sylvestris,medium
1984,6.18133973864604,0.570899101244895,sylvestris,medium
1985,7.32135964053777,0.659360790387735,sylvestris,medium
1986,6.04705478717096,0.63277043371248,sylvestris,medium
1987,4.90698792481926,0.469057034770757,sylvestris,medium
1988,5.06702948208452,0.50586058859676,sylvestris,medium
1989,4.89155065679362,0.479900407333335,sylvestris,medium
1990,5.57004106676122,0.510842552252771,sylvestris,medium
1991,5.92193067262405,0.619588871364806,sylvestris,medium
1992,4.54757815213194,0.478442465265346,sylvestris,medium
1993,4.14520490639227,0.389848166487983,sylvestris,medium
1994,3.33226774194771,0.358343507056103,sylvestris,medium
1995,1.66322680186347,0.265925748763887,sylvestris,medium
1996,3.64501054665065,0.473538729522349,sylvestris,medium
1997,3.89834026030728,0.438855835730751,sylvestris,medium
1998,5.05112629437565,0.544359755817291,sylvestris,medium
1999,2.57238352512396,0.282118211962672,sylvestris,medium
2000,7.29302771385044,0.662435433921367,sylvestris,medium
2001,7.64083864462408,0.712527874448294,sylvestris,medium
2002,5.02951272960724,0.431103309696794,sylvestris,medium
2003,6.29518903590331,0.510295586497561,sylvestris,medium
2004,6.36935579141428,0.556694492305395,sylvestris,medium
2005,2.43493769476269,0.199780337408761,sylvestris,medium
2006,2.64055166069372,0.26434364575289,sylvestris,medium
2007,2.25513759161868,0.225759335624506,sylvestris,medium
2008,4.24297180952231,0.403450438113318,sylvestris,medium
2009,3.76610411718592,0.403035731165534,sylvestris,medium
2010,3.83174902302247,0.392595669825961,sylvestris,medium
2011,4.95044037928938,0.500489377055265,sylvestris,medium
2012,1.85008763779113,0.209674223774802,sylvestris,medium
2013,5.214088095585,0.570919607041566,sylvestris,medium
2014,3.35245743493072,0.338417151499652,sylvestris,medium
2015,2.42966378439367,0.241207121377742,sylvestris,medium
2016,2.05999858612977,0.201359045018513,sylvestris,medium
2017,2.53946848962848,0.291882980426852,sylvestris,medium
2018,3.95204089564797,0.45183875433986,sylvestris,medium
1971,0.143412236977607,0.107767845047058,sylvestris,high
1972,0.195699613848036,0.110467041832056,sylvestris,high
1973,0.264028145304838,0.0802374019998842,sylvestris,high
1974,0.332296929300904,0.0802044090571521,sylvestris,high
1975,0.87294851444117,0.444610247439585,sylvestris,high
1976,0.946994774259872,0.334841659874935,sylvestris,high
1977,1.41190487304647,0.286264248203026,sylvestris,high
1978,2.00055975931248,0.435146643580963,sylvestris,high
1979,2.73338720767919,0.552097548659493,sylvestris,high
1980,2.16152351991569,0.344508537214082,sylvestris,high
1981,3.98357210923251,0.606565661696394,sylvestris,high
1982,5.00978168433895,0.693809277609485,sylvestris,high
1983,5.36679257022623,0.749559076369367,sylvestris,high
1984,5.44164778752383,0.662164862604748,sylvestris,high
1985,6.4865755696277,0.74222007631931,sylvestris,high
1986,7.14896104431621,0.779381186852737,sylvestris,high
1987,9.25531094457232,0.893559961577478,sylvestris,high
1988,8.89370373505683,0.788024495702308,sylvestris,high
1989,9.50229439631605,0.746083588976898,sylvestris,high
1990,9.45699506852055,0.764684816916827,sylvestris,high
1991,9.18508923968353,0.756254961587489,sylvestris,high
1992,10.3320701167187,0.819867406358438,sylvestris,high
1993,10.6412286986898,0.873160520213038,sylvestris,high
1994,9.24470498234351,0.75669797769841,sylvestris,high
1995,1.77963095373941,0.209678128483516,sylvestris,high
1996,8.5556921411196,0.78203886463427,sylvestris,high
1997,10.3970663408759,1.15144037753086,sylvestris,high
1998,9.63143131271952,0.927223422210403,sylvestris,high
1999,6.09714025856063,0.457230107107893,sylvestris,high
2000,10.2312261973536,0.857093914930671,sylvestris,high
2001,9.4562488046448,0.833996219557562,sylvestris,high
2002,7.54613410275687,0.624426792326256,sylvestris,high
2003,8.847988357693,0.729558828366449,sylvestris,high
2004,9.55772525939816,0.708410695742897,sylvestris,high
2005,6.62348696091346,0.550159214584996,sylvestris,high
2006,7.4942524102913,0.643284608178681,sylvestris,high
2007,6.06831566602381,0.582802873559294,sylvestris,high
2008,8.31780756717888,0.799685064371997,sylvestris,high
2009,5.82915296424811,0.558603253368266,sylvestris,high
2010,7.87548362530275,0.779469813694076,sylvestris,high
2011,8.62787148734402,0.847928391116731,sylvestris,high
2012,4.68699459694311,0.474327884173433,sylvestris,high
2013,7.34635532486393,0.662096630566307,sylvestris,high
2014,6.4084635852153,0.67112704945801,sylvestris,high
2015,5.30429060734803,0.553679171528236,sylvestris,high
2016,5.88373252444492,0.577832779613962,sylvestris,high
2017,5.87852396148628,0.621931040596341,sylvestris,high
2018,7.06977436088361,0.740392417875637,sylvestris,high
1981,0.0189993464144216,0.00534077954943657,halepensis,low
1982,0.0391963062091415,0.00896165558574445,halepensis,low
1983,0.12648853553706,0.0405061806688429,halepensis,low
1984,0.163388329865218,0.0581838659919805,halepensis,low
1985,0.251734844604197,0.0542754188993334,halepensis,low
1986,0.242217394645844,0.0432757025438935,halepensis,low
1987,0.330515499961871,0.0524192356434073,halepensis,low
1988,0.455104110368011,0.0620905654241867,halepensis,low
1989,1.20379066750215,0.153595822302292,halepensis,low
1990,2.63527982165346,0.271351199965171,halepensis,low
1991,1.43328769227206,0.132971775172246,halepensis,low
1992,2.28280134876434,0.202383235786174,halepensis,low
1993,1.35509581839977,0.138376592005537,halepensis,low
1994,1.22753620437856,0.122873573623827,halepensis,low
1995,0.515412408052746,0.0522877186402628,halepensis,low
1996,2.97432339865148,0.211970306030621,halepensis,low
1997,4.05827528996153,0.320027220106578,halepensis,low
1998,1.45474945079258,0.148546937344159,halepensis,low
1999,0.933444312077971,0.10326963926082,halepensis,low
2000,0.806469928173446,0.101986253300168,halepensis,low
2001,1.09052025820635,0.0977805609489411,halepensis,low
2002,1.63149190445237,0.128860501132378,halepensis,low
2003,1.14930262598793,0.130118595860658,halepensis,low
2004,3.48603333027543,0.270684472275259,halepensis,low
2005,1.05437525763126,0.091006517563925,halepensis,low
2006,0.665465080852995,0.0718078393809896,halepensis,low
2007,0.900264479025993,0.107745917175442,halepensis,low
2008,0.789408591732861,0.094055937811298,halepensis,low
2009,1.17937190005766,0.12004033209522,halepensis,low
2010,4.1238644066441,0.377340115079911,halepensis,low
2011,2.71366270977741,0.279724458633678,halepensis,low
2012,0.137313844309416,0.0280328038072303,halepensis,low
2013,1.12252517142473,0.121811825954778,halepensis,low
2014,0.254434513269921,0.043315053698517,halepensis,low
2015,0.729966520262417,0.0899910294853697,halepensis,low
2016,0.66493148142864,0.173318594233636,halepensis,low
2017,1.44057338232257,0.204993905558338,halepensis,low
2018,0.959464737699724,0.147297829624325,halepensis,low
2019,0.563521364218034,0.0975852075045045,halepensis,low
2020,0.965352366990564,0.131396183496695,halepensis,low
2021,0.692189127599513,0.11198412185627,halepensis,low
2022,1.68129223716841,0.191224827922298,halepensis,low
1959,0.500905160475366,0.376635708378378,halepensis,high
1960,0.873604741477947,0.231561144110353,halepensis,high
1961,1.53421582677001,0.23801490432699,halepensis,high
1962,3.60662761031873,0.558126540296225,halepensis,high
1963,5.77636661025399,0.560051332923309,halepensis,high
1964,3.72425971473715,0.36173763559137,halepensis,high
1965,3.32165516847611,0.295760966687362,halepensis,high
1966,3.66635955026921,0.342906295111151,halepensis,high
1967,5.92042920329762,0.347773580259972,halepensis,high
1968,4.54690331161929,0.380077791528773,halepensis,high
1969,5.65873450388792,0.428351670152733,halepensis,high
1970,6.06045733164786,0.437665107181706,halepensis,high
1971,6.11349134484706,0.440101651129714,halepensis,high
1972,6.42248806684549,0.438322840043163,halepensis,high
1973,5.68243372374328,0.396478313496712,halepensis,high
1974,4.55898092348584,0.335886785068212,halepensis,high
1975,5.0355398303651,0.348024715120606,halepensis,high
1976,4.87943206740718,0.305025431261942,halepensis,high
1977,3.5218973191269,0.278280887549218,halepensis,high
1978,3.96442735573325,0.32412035707095,halepensis,high
1979,3.7326132085235,0.288020529522795,halepensis,high
1980,3.86816623539186,0.304583561453072,halepensis,high
1981,0.892150361885417,0.155078202063816,halepensis,high
1982,1.08594905697729,0.16586159640514,halepensis,high
1983,1.62465472986698,0.190608793398182,halepensis,high
1984,1.99371354975386,0.201706439540797,halepensis,high
1985,1.54015683542307,0.241175488261692,halepensis,high
1986,0.921059597028004,0.158384511588887,halepensis,high
1987,1.18709141132873,0.160767820089544,halepensis,high
1988,1.75095782755906,0.191344070008896,halepensis,high
1989,3.07722090159672,0.40858904924162,halepensis,high
1990,5.48366633230463,0.493665159915547,halepensis,high
1991,2.13222895887513,0.241404494054,halepensis,high
1992,3.18183193049459,0.295480067480488,halepensis,high
1993,2.853193359197,0.260910233036183,halepensis,high
1994,1.37779349137442,0.177146900926243,halepensis,high
1995,0.812733212925072,0.125959925800906,halepensis,high
1996,2.59341142949693,0.226615126285542,halepensis,high
1997,5.18744760891357,0.442169891790795,halepensis,high
1998,4.29323579858707,0.376794849103755,halepensis,high
1999,1.01671040375973,0.141488925358096,halepensis,high
2000,2.03823921333865,0.249640985840469,halepensis,high
2001,2.30144034093742,0.310082365079381,halepensis,high
2002,3.96185131231266,0.40002885699623,halepensis,high
2003,3.93388882678553,0.365835933077293,halepensis,high
2004,4.98183540603039,0.452646073779683,halepensis,high
2005,0.919360280031742,0.111714605529936,halepensis,high
2006,1.72735511628535,0.182091585395311,halepensis,high
2007,1.60682951640374,0.191404270089054,halepensis,high
2008,0.732652986195718,0.116499063783632,halepensis,high
2009,2.00311743472138,0.239304047139306,halepensis,high
2010,3.64614282285024,0.400298161877229,halepensis,high
2011,4.20279257924585,0.459469004605988,halepensis,high
2012,0.924101896500429,0.119627035613124,halepensis,high
2013,3.4310905770409,0.438025244392666,halepensis,high
2014,1.13742306880878,0.136271364789251,halepensis,high
2015,1.58322351920579,0.207282201582183,halepensis,high
2016,0.643601829711006,0.103680510264566,halepensis,high
2017,1.8744996400544,0.169669802710293,halepensis,high
2018,2.41970936217716,0.235824644722804,halepensis,high
2019,1.93465932920691,0.213989752791276,halepensis,high
2020,1.85170733039375,0.185014142763439,halepensis,high
2021,0.999365369839391,0.137190754298352,halepensis,high
2022,1.55206766168662,0.171932006474152,halepensis,high
1977,0.00775965808279918,0.0033216037375021,halepensis,medium
1978,0.0150143892061914,0.00526328667416226,halepensis,medium
1979,0.0387112187486086,0.0133268807648723,halepensis,medium
1980,0.0568946002881369,0.013127075509238,halepensis,medium
1981,0.147864578177121,0.0304266568596878,halepensis,medium
1982,0.214071149637998,0.033931641713493,halepensis,medium
1983,0.157523869379671,0.0305454775624524,halepensis,medium
1984,0.433130863542586,0.0693095622942232,halepensis,medium
1985,0.199678205401131,0.0303048635572067,halepensis,medium
1986,0.355484893997675,0.0442903218305307,halepensis,medium
1987,0.69625297046708,0.0607470375670398,halepensis,medium
1988,1.06476889687805,0.0951849116677014,halepensis,medium
1989,2.1235337756424,0.211630959405825,halepensis,medium
1990,3.85227734181183,0.339253964817274,halepensis,medium
1991,2.59496385181025,0.2678956857219,halepensis,medium
1992,3.4042517318501,0.370316267655148,halepensis,medium
1993,2.18088902987315,0.188299530119512,halepensis,medium
1994,2.21503935425299,0.188468534826364,halepensis,medium
1995,1.38885913342575,0.127620686658775,halepensis,medium
1996,4.38660870008924,0.368875543698778,halepensis,medium
1997,5.15572994667928,0.412156069448505,halepensis,medium
1998,2.04149953507215,0.176638966174118,halepensis,medium
1999,1.18664503160177,0.141515001633521,halepensis,medium
2000,2.07526806576576,0.198742268218947,halepensis,medium
2001,2.02377438911529,0.204884233901046,halepensis,medium
2002,2.45647192114266,0.239273713424024,halepensis,medium
2003,1.97779515541154,0.213242389751757,halepensis,medium
2004,3.63364865379477,0.37413406209954,halepensis,medium
2005,1.10049061062669,0.119206796336103,halepensis,medium
2006,1.00283302546475,0.108004478399665,halepensis,medium
2007,1.63670456733567,0.175411675529421,halepensis,medium
2008,2.09272516079078,0.235831148365959,halepensis,medium
2009,1.56548473718914,0.189805183619599,halepensis,medium
2010,2.68951340691243,0.327537486454024,halepensis,medium
2011,2.12372009186403,0.252659301746111,halepensis,medium
2012,0.301620074458079,0.050792733238689,halepensis,medium
2013,0.850379833268085,0.114447894857313,halepensis,medium
2014,0.44035260783062,0.063333470315711,halepensis,medium
2015,0.683089108963562,0.0953477173021422,halepensis,medium
2016,0.241912037468266,0.0572663573859569,halepensis,medium
2017,1.00371335880662,0.137532210965842,halepensis,medium
2018,0.970989513386873,0.143870423174393,halepensis,medium
1952,0.856083985056481,0.398678561460162,pinaster,low
1953,1.25716842242408,0.422968939316122,pinaster,low
1954,2.95759603087753,0.573889019159549,pinaster,low
1955,3.48858029864915,0.773285620259336,pinaster,low
1956,4.96833118770325,0.929464848036903,pinaster,low
1957,5.31116304994689,0.749284148979214,pinaster,low
1958,5.28497198779723,0.650408024173131,pinaster,low
1959,6.98218654528011,0.727567983458962,pinaster,low
1960,8.31954095652852,0.785353994068896,pinaster,low
1961,3.07517974664652,0.320555730006457,pinaster,low
1962,5.5148792041504,0.499056433368925,pinaster,low
1963,7.85245802246461,0.571510545228907,pinaster,low
1964,3.72242351634543,0.333143693910566,pinaster,low
1965,2.16814616276596,0.231269960322397,pinaster,low
1966,5.26106338339436,0.475025628253539,pinaster,low
1967,3.24893149487145,0.319978173321051,pinaster,low
1968,3.04658750465467,0.259551248140586,pinaster,low
1969,5.61366010707356,0.467668818980651,pinaster,low
1970,4.30002872411251,0.360578697129142,pinaster,low
1971,4.32143449746997,0.378266551440792,pinaster,low
1972,3.50803694415284,0.338942117321194,pinaster,low
1973,2.4925410018281,0.24611695833589,pinaster,low
1974,1.8899158793653,0.195960983782675,pinaster,low
1975,1.92961131829088,0.208468624452272,pinaster,low
1976,2.1298793371241,0.236676934811424,pinaster,low
1977,3.47094760327414,0.4586901709215,pinaster,low
1978,5.56773786245817,0.615793293989289,pinaster,low
1979,5.15662577882686,0.553726266111176,pinaster,low
1980,2.50155498320977,0.253991140559207,pinaster,low
1981,0.884055742088026,0.100949965852646,pinaster,low
1982,2.68609470527046,0.287605993455923,pinaster,low
1983,0.684998747056188,0.0988582710858088,pinaster,low
1984,2.893667861621,0.301781156529834,pinaster,low
1985,2.95035581925472,0.290559266824817,pinaster,low
1986,3.32042818950919,0.325510836213377,pinaster,low
1987,1.89941934128583,0.195444030225403,pinaster,low
1988,0.726783979275187,0.0972364030850332,pinaster,low
1989,2.36046596499758,0.253034370815528,pinaster,low
1990,2.78651893119469,0.363245447140168,pinaster,low
1991,1.79962198621612,0.194516847528272,pinaster,low
1992,2.55530186881963,0.258886769732675,pinaster,low
1993,1.37161871021653,0.137084587331822,pinaster,low
1994,1.04476096812907,0.0979789855571085,pinaster,low
1995,0.539520803151917,0.0909805406623598,pinaster,low
1996,1.72261097055643,0.222148812846631,pinaster,low
1997,3.25415895283804,0.384228126221304,pinaster,low
1998,3.87257861668418,0.423421518120103,pinaster,low
1999,0.658982486564167,0.0836221169111905,pinaster,low
2000,2.27889377043357,0.221327093229672,pinaster,low
2001,3.59906275465537,0.328533435388847,pinaster,low
2002,2.21781759086531,0.247559381287954,pinaster,low
2003,3.7562133679825,0.345787838119837,pinaster,low
2004,3.25881666829781,0.304395088384685,pinaster,low
2005,0.76350545529507,0.0693949495086229,pinaster,low
2006,2.44724867183684,0.229824673331273,pinaster,low
2007,1.31808645490431,0.140379415799447,pinaster,low
2008,1.92036817585021,0.19786813606437,pinaster,low
2009,1.73663552269086,0.236917521183928,pinaster,low
2010,3.37324419344025,0.402361938504411,pinaster,low
2011,4.1195178803319,0.394323079362341,pinaster,low
2012,0.862790495565058,0.0866760490590132,pinaster,low
2013,5.80167823951959,0.453564570827571,pinaster,low
2014,2.06892994954508,0.227589322946266,pinaster,low
2015,1.69539885702164,0.153229802075118,pinaster,low
2016,0.792297906829045,0.0965668360398865,pinaster,low
2017,1.62782992984513,0.138558094121649,pinaster,low
2018,2.70426527891326,0.270546699192983,pinaster,low
2019,1.33033480519335,0.145881169861688,pinaster,low
2020,3.45305513794318,0.282907636567479,pinaster,low
2021,1.71611722522664,0.17168540246654,pinaster,low
1962,0.683285709148792,0.514130092711359,pinaster,low2
1963,1.19589582884328,0.52836511138778,pinaster,low2
1964,1.71203034725421,0.422948152719373,pinaster,low2
1965,1.56043265368871,0.307218654229518,pinaster,low2
1966,2.81989546132034,0.448665670126461,pinaster,low2
1967,3.22863730086147,0.394026013298206,pinaster,low2
1968,3.05373278019619,0.310353196091841,pinaster,low2
1969,5.10492354578653,0.536918782935475,pinaster,low2
1970,4.78986400977996,0.56230020081369,pinaster,low2
1971,4.85631496043498,0.569353336870219,pinaster,low2
1972,5.10838840550253,0.632468788436929,pinaster,low2
1973,4.50065761519528,0.55620301631419,pinaster,low2
1974,3.70278520401804,0.35996890174419,pinaster,low2
1975,3.60141106724165,0.359695833396554,pinaster,low2
1976,3.70649383722522,0.381175629651151,pinaster,low2
1977,1.87513081964602,0.198188948748014,pinaster,low2
1978,2.65556654767182,0.245669622400922,pinaster,low2
1979,3.01095771789733,0.290083960266809,pinaster,low2
1980,2.7143464804814,0.279030424060464,pinaster,low2
